"LSOA11CD","LSOA21CD","LinkCode","Households","LSOA11Denom","LSOA21Denom","Prop11of21","Prop21of11","Category"
"E01021676","E01021676","E01021676_E01021676",694,694,694,1,1,"U"
"E01021677","E01021677","E01021677_E01021677",501,501,501,1,1,"U"
"E01021678","E01021678","E01021678_E01021678",613,613,613,1,1,"U"
"E01021679","E01035175","E01021679_E01035175",680,1364,680,1,0.498533724340176,"S"
"E01021679","E01035176","E01021679_E01035176",684,1364,684,1,0.501466275659824,"S"
"E01021680","E01035169","E01021680_E01035169",535,2077,535,1,0.257583052479538,"S"
"E01021680","E01035170","E01021680_E01035170",580,2077,580,1,0.279248916706789,"S"
"E01021680","E01035171","E01021680_E01035171",414,2077,414,1,0.199325950890708,"S"
"E01021680","E01035174","E01021680_E01035174",548,2077,548,1,0.263842079922966,"S"
"E01021681","E01035172","E01021681_E01035172",714,1363,714,1,0.523844460748349,"S"
"E01021681","E01035177","E01021681_E01035177",649,1363,649,1,0.476155539251651,"S"
"E01021682","E01035167","E01021682_E01035167",462,1658,462,1,0.278648974668275,"S"
"E01021682","E01035168","E01021682_E01035168",630,1658,630,1,0.379975874547648,"S"
"E01021682","E01035173","E01021682_E01035173",566,1658,566,1,0.341375150784077,"S"
"E01021683","E01021683","E01021683_E01021683",1058,1058,1058,1,1,"U"
"E01021684","E01021684","E01021684_E01021684",701,701,701,1,1,"U"
"E01021685","E01035163","E01021685_E01035163",601,1055,601,1,0.569668246445498,"S"
"E01021685","E01035164","E01021685_E01035164",454,1055,454,1,0.430331753554502,"S"
"E01021686","E01035161","E01021686_E01035161",659,1270,659,1,0.518897637795276,"S"
"E01021686","E01035162","E01021686_E01035162",611,1270,611,1,0.481102362204724,"S"
"E01021687","E01021687","E01021687_E01021687",807,807,807,1,1,"U"
"E01021688","E01021688","E01021688_E01021688",714,714,714,1,1,"U"
"E01021689","E01021689","E01021689_E01021689",624,624,624,1,1,"U"
"E01021690","E01021690","E01021690_E01021690",506,506,506,1,1,"U"
"E01021691","E01021691","E01021691_E01021691",657,657,657,1,1,"U"
"E01021692","E01021692","E01021692_E01021692",608,608,608,1,1,"U"
"E01021693","E01021693","E01021693_E01021693",719,719,719,1,1,"U"
"E01021694","E01021694","E01021694_E01021694",603,603,603,1,1,"U"
"E01021695","E01021695","E01021695_E01021695",485,485,485,1,1,"U"
"E01021696","E01021696","E01021696_E01021696",699,699,699,1,1,"U"
"E01021697","E01021697","E01021697_E01021697",708,708,708,1,1,"U"
"E01021698","E01021698","E01021698_E01021698",480,480,480,1,1,"U"
"E01021699","E01021699","E01021699_E01021699",600,600,600,1,1,"U"
"E01021700","E01021700","E01021700_E01021700",532,532,532,1,1,"U"
"E01021702","E01021702","E01021702_E01021702",583,583,583,1,1,"U"
"E01021703","E01021703","E01021703_E01021703",495,495,495,1,1,"U"
"E01021704","E01021704","E01021704_E01021704",661,661,661,1,1,"U"
"E01021705","E01021705","E01021705_E01021705",783,783,783,1,1,"U"
"E01021706","E01021706","E01021706_E01021706",601,601,601,1,1,"U"
"E01021707","E01021707","E01021707_E01021707",601,601,601,1,1,"U"
"E01021708","E01021708","E01021708_E01021708",614,614,614,1,1,"U"
"E01021709","E01021709","E01021709_E01021709",627,627,627,1,1,"U"
"E01021710","E01021710","E01021710_E01021710",909,909,909,1,1,"U"
"E01021711","E01021711","E01021711_E01021711",585,585,585,1,1,"U"
"E01021713","E01021713","E01021713_E01021713",491,491,491,1,1,"U"
"E01021714","E01021714","E01021714_E01021714",701,701,701,1,1,"U"
"E01021715","E01021715","E01021715_E01021715",603,603,603,1,1,"U"
"E01021717","E01021717","E01021717_E01021717",1105,1105,1105,1,1,"U"
"E01021718","E01021718","E01021718_E01021718",793,793,793,1,1,"U"
"E01021719","E01021719","E01021719_E01021719",701,701,701,1,1,"U"
"E01021720","E01021720","E01021720_E01021720",717,717,717,1,1,"U"
"E01021721","E01021721","E01021721_E01021721",805,805,805,1,1,"U"
"E01021722","E01021722","E01021722_E01021722",970,970,970,1,1,"U"
"E01021723","E01021723","E01021723_E01021723",849,849,849,1,1,"U"
"E01021724","E01021724","E01021724_E01021724",769,769,769,1,1,"U"
"E01021725","E01021725","E01021725_E01021725",564,564,564,1,1,"U"
"E01021726","E01021726","E01021726_E01021726",652,652,652,1,1,"U"
"E01021727","E01021727","E01021727_E01021727",704,704,704,1,1,"U"
"E01021728","E01021728","E01021728_E01021728",682,682,682,1,1,"U"
"E01021729","E01021729","E01021729_E01021729",688,688,688,1,1,"U"
"E01021730","E01021730","E01021730_E01021730",722,722,722,1,1,"U"
"E01021731","E01021731","E01021731_E01021731",666,666,666,1,1,"U"
"E01021732","E01021732","E01021732_E01021732",711,711,711,1,1,"U"
"E01021733","E01021733","E01021733_E01021733",676,676,676,1,1,"U"
"E01021734","E01021734","E01021734_E01021734",626,626,626,1,1,"U"
"E01021735","E01021735","E01021735_E01021735",670,670,670,1,1,"U"
"E01021736","E01021736","E01021736_E01021736",426,426,426,1,1,"U"
"E01021737","E01021737","E01021737_E01021737",567,567,567,1,1,"U"
"E01021738","E01021738","E01021738_E01021738",1041,1041,1041,1,1,"U"
"E01021739","E01021739","E01021739_E01021739",679,679,679,1,1,"U"
"E01021740","E01021740","E01021740_E01021740",715,715,715,1,1,"U"
"E01021741","E01021741","E01021741_E01021741",867,867,867,1,1,"U"
"E01021742","E01021742","E01021742_E01021742",505,505,505,1,1,"U"
"E01021743","E01021743","E01021743_E01021743",788,788,788,1,1,"U"
"E01021744","E01021744","E01021744_E01021744",678,678,678,1,1,"U"
"E01021745","E01021745","E01021745_E01021745",685,685,685,1,1,"U"
"E01021746","E01021746","E01021746_E01021746",863,863,863,1,1,"U"
"E01021747","E01021747","E01021747_E01021747",653,653,653,1,1,"U"
"E01021748","E01021748","E01021748_E01021748",731,731,731,1,1,"U"
"E01021749","E01021749","E01021749_E01021749",913,913,913,1,1,"U"
"E01021750","E01021750","E01021750_E01021750",612,612,612,1,1,"U"
"E01021751","E01021751","E01021751_E01021751",456,456,456,1,1,"U"
"E01021752","E01021752","E01021752_E01021752",536,536,536,1,1,"U"
"E01021753","E01021753","E01021753_E01021753",716,716,716,1,1,"U"
"E01021754","E01021754","E01021754_E01021754",614,614,614,1,1,"U"
"E01021755","E01021755","E01021755_E01021755",542,542,542,1,1,"U"
"E01021756","E01021756","E01021756_E01021756",632,632,632,1,1,"U"
"E01021757","E01021757","E01021757_E01021757",866,866,866,1,1,"U"
"E01021758","E01021758","E01021758_E01021758",702,702,702,1,1,"U"
"E01021759","E01021759","E01021759_E01021759",617,617,617,1,1,"U"
"E01021760","E01021760","E01021760_E01021760",647,647,647,1,1,"U"
"E01021761","E01021761","E01021761_E01021761",806,806,806,1,1,"U"
"E01021762","E01021762","E01021762_E01021762",655,655,655,1,1,"U"
"E01021763","E01021763","E01021763_E01021763",825,825,825,1,1,"U"
"E01021764","E01021764","E01021764_E01021764",720,720,720,1,1,"U"
"E01021765","E01021765","E01021765_E01021765",768,768,768,1,1,"U"
"E01021766","E01021766","E01021766_E01021766",502,502,502,1,1,"U"
"E01021767","E01021767","E01021767_E01021767",683,683,683,1,1,"U"
"E01021768","E01021768","E01021768_E01021768",944,944,944,1,1,"U"
"E01021769","E01021769","E01021769_E01021769",956,956,956,1,1,"U"
"E01021770","E01021770","E01021770_E01021770",882,882,882,1,1,"U"
"E01021771","E01021771","E01021771_E01021771",727,727,727,1,1,"U"
"E01021772","E01021772","E01021772_E01021772",605,605,605,1,1,"U"
"E01021773","E01021773","E01021773_E01021773",606,606,606,1,1,"U"
"E01021774","E01021774","E01021774_E01021774",629,629,629,1,1,"U"
"E01021775","E01021775","E01021775_E01021775",623,623,623,1,1,"U"
"E01021776","E01021776","E01021776_E01021776",849,849,849,1,1,"U"
"E01021777","E01021777","E01021777_E01021777",580,580,580,1,1,"U"
"E01021778","E01021778","E01021778_E01021778",601,601,601,1,1,"U"
"E01021779","E01021779","E01021779_E01021779",732,732,732,1,1,"U"
"E01021780","E01021780","E01021780_E01021780",505,505,505,1,1,"U"
"E01021781","E01021781","E01021781_E01021781",656,656,656,1,1,"U"
"E01021782","E01021782","E01021782_E01021782",625,625,625,1,1,"U"
"E01021783","E01021783","E01021783_E01021783",652,652,652,1,1,"U"
"E01021784","E01021784","E01021784_E01021784",627,627,627,1,1,"U"
"E01021785","E01021785","E01021785_E01021785",649,649,649,1,1,"U"
"E01021786","E01021786","E01021786_E01021786",507,507,507,1,1,"U"
"E01021787","E01021787","E01021787_E01021787",662,662,662,1,1,"U"
"E01021788","E01021788","E01021788_E01021788",651,651,651,1,1,"U"
"E01021789","E01021789","E01021789_E01021789",567,567,567,1,1,"U"
"E01021790","E01021790","E01021790_E01021790",701,701,701,1,1,"U"
"E01021791","E01021791","E01021791_E01021791",711,711,711,1,1,"U"
"E01021792","E01021792","E01021792_E01021792",538,538,538,1,1,"U"
"E01021793","E01021793","E01021793_E01021793",662,662,662,1,1,"U"
"E01021794","E01021794","E01021794_E01021794",507,507,507,1,1,"U"
"E01021795","E01021795","E01021795_E01021795",1051,1051,1051,1,1,"U"
"E01021796","E01021796","E01021796_E01021796",962,962,962,1,1,"U"
"E01021797","E01021797","E01021797_E01021797",527,527,527,1,1,"U"
"E01021798","E01021798","E01021798_E01021798",650,650,650,1,1,"U"
"E01021799","E01021799","E01021799_E01021799",800,800,800,1,1,"U"
"E01021800","E01021800","E01021800_E01021800",946,946,946,1,1,"U"
"E01021801","E01021801","E01021801_E01021801",936,936,936,1,1,"U"
"E01021802","E01021802","E01021802_E01021802",1049,1049,1049,1,1,"U"
"E01021803","E01021803","E01021803_E01021803",540,540,540,1,1,"U"
"E01021804","E01021804","E01021804_E01021804",614,614,614,1,1,"U"
"E01021805","E01021805","E01021805_E01021805",499,499,499,1,1,"U"
"E01021806","E01021806","E01021806_E01021806",1133,1133,1133,1,1,"U"
"E01021807","E01021807","E01021807_E01021807",592,592,592,1,1,"U"
"E01021808","E01021808","E01021808_E01021808",621,621,621,1,1,"U"
"E01021809","E01021809","E01021809_E01021809",614,614,614,1,1,"U"
"E01021810","E01021810","E01021810_E01021810",787,787,787,1,1,"U"
"E01021811","E01021811","E01021811_E01021811",616,616,616,1,1,"U"
"E01021812","E01021812","E01021812_E01021812",590,590,590,1,1,"U"
"E01021813","E01021813","E01021813_E01021813",588,588,588,1,1,"U"
"E01021814","E01021814","E01021814_E01021814",691,691,691,1,1,"U"
"E01021815","E01021815","E01021815_E01021815",590,590,590,1,1,"U"
"E01021816","E01021816","E01021816_E01021816",618,618,618,1,1,"U"
"E01021817","E01021817","E01021817_E01021817",1077,1077,1077,1,1,"U"
"E01021818","E01021818","E01021818_E01021818",996,996,996,1,1,"U"
"E01021819","E01021819","E01021819_E01021819",638,638,638,1,1,"U"
"E01021820","E01021820","E01021820_E01021820",638,638,638,1,1,"U"
"E01021821","E01021821","E01021821_E01021821",634,634,634,1,1,"U"
"E01021822","E01021822","E01021822_E01021822",622,622,622,1,1,"U"
"E01021823","E01021823","E01021823_E01021823",752,752,752,1,1,"U"
"E01021824","E01021824","E01021824_E01021824",637,637,637,1,1,"U"
"E01021825","E01021825","E01021825_E01021825",626,626,626,1,1,"U"
"E01021826","E01021826","E01021826_E01021826",634,634,634,1,1,"U"
"E01021827","E01021827","E01021827_E01021827",712,712,712,1,1,"U"
"E01021828","E01021828","E01021828_E01021828",869,869,869,1,1,"U"
"E01021829","E01021829","E01021829_E01021829",657,657,657,1,1,"U"
"E01021830","E01021830","E01021830_E01021830",501,501,501,1,1,"U"
"E01021831","E01021831","E01021831_E01021831",638,638,638,1,1,"U"
"E01021832","E01021832","E01021832_E01021832",520,520,520,1,1,"U"
"E01021833","E01021833","E01021833_E01021833",529,529,529,1,1,"U"
"E01021834","E01021834","E01021834_E01021834",653,653,653,1,1,"U"
"E01021835","E01021835","E01021835_E01021835",588,588,588,1,1,"U"
"E01021836","E01021836","E01021836_E01021836",650,650,650,1,1,"U"
"E01021837","E01021837","E01021837_E01021837",662,662,662,1,1,"U"
"E01021838","E01021838","E01021838_E01021838",603,603,603,1,1,"U"
"E01021839","E01021839","E01021839_E01021839",798,798,798,1,1,"U"
"E01021840","E01021840","E01021840_E01021840",755,755,755,1,1,"U"
"E01021841","E01021841","E01021841_E01021841",550,550,550,1,1,"U"
"E01021842","E01021842","E01021842_E01021842",669,669,669,1,1,"U"
"E01021843","E01021843","E01021843_E01021843",1145,1145,1145,1,1,"U"
"E01021844","E01021844","E01021844_E01021844",523,523,523,1,1,"U"
"E01021845","E01021845","E01021845_E01021845",661,661,661,1,1,"U"
"E01021846","E01021846","E01021846_E01021846",588,588,588,1,1,"U"
"E01021847","E01021847","E01021847_E01021847",603,603,603,1,1,"U"
"E01021848","E01021848","E01021848_E01021848",842,842,842,1,1,"U"
"E01021849","E01021849","E01021849_E01021849",677,677,677,1,1,"U"
"E01021850","E01021850","E01021850_E01021850",598,598,598,1,1,"U"
"E01021851","E01021851","E01021851_E01021851",782,782,782,1,1,"U"
"E01021852","E01021852","E01021852_E01021852",670,670,670,1,1,"U"
"E01021853","E01021853","E01021853_E01021853",803,803,803,1,1,"U"
"E01021854","E01021854","E01021854_E01021854",957,957,957,1,1,"U"
"E01021855","E01021855","E01021855_E01021855",660,660,660,1,1,"U"
"E01021856","E01021856","E01021856_E01021856",642,642,642,1,1,"U"
"E01021857","E01034362","E01021857_E01034362",608,2378,608,1,0.255677039529016,"S"
"E01021857","E01034363","E01021857_E01034363",559,2378,559,1,0.235071488645921,"S"
"E01021857","E01034364","E01021857_E01034364",578,2378,578,1,0.243061396131203,"S"
"E01021857","E01034365","E01021857_E01034365",633,2378,633,1,0.26619007569386,"S"
"E01021858","E01021858","E01021858_E01021858",693,693,693,1,1,"U"
"E01021859","E01021859","E01021859_E01021859",615,615,615,1,1,"U"
"E01021860","E01021860","E01021860_E01021860",633,633,633,1,1,"U"
"E01021861","E01021861","E01021861_E01021861",546,546,546,1,1,"U"
"E01021862","E01021862","E01021862_E01021862",639,639,639,1,1,"U"
"E01021863","E01021863","E01021863_E01021863",651,651,651,1,1,"U"
"E01021864","E01021864","E01021864_E01021864",561,561,561,1,1,"U"
"E01021865","E01021865","E01021865_E01021865",571,571,571,1,1,"U"
"E01021866","E01021866","E01021866_E01021866",614,614,614,1,1,"U"
"E01021867","E01021867","E01021867_E01021867",595,595,595,1,1,"U"
"E01021868","E01021868","E01021868_E01021868",669,669,669,1,1,"U"
"E01021869","E01021869","E01021869_E01021869",563,563,563,1,1,"U"
"E01021870","E01021870","E01021870_E01021870",564,564,564,1,1,"U"
"E01021871","E01021871","E01021871_E01021871",614,614,614,1,1,"U"
"E01021872","E01034366","E01021872_E01034366",609,1269,609,1,0.479905437352246,"S"
"E01021872","E01034367","E01021872_E01034367",660,1269,660,1,0.520094562647754,"S"
"E01021873","E01021873","E01021873_E01021873",547,547,547,1,1,"U"
"E01021874","E01021874","E01021874_E01021874",643,643,643,1,1,"U"
"E01021875","E01021875","E01021875_E01021875",674,674,674,1,1,"U"
"E01021878","E01021878","E01021878_E01021878",642,642,642,1,1,"U"
"E01021879","E01021879","E01021879_E01021879",646,646,646,1,1,"U"
"E01021880","E01021880","E01021880_E01021880",818,818,818,1,1,"U"
"E01021881","E01021881","E01021881_E01021881",516,516,516,1,1,"U"
"E01021882","E01021882","E01021882_E01021882",878,878,878,1,1,"U"
"E01021883","E01021883","E01021883_E01021883",669,669,669,1,1,"U"
"E01021884","E01021884","E01021884_E01021884",616,616,616,1,1,"U"
"E01021885","E01021885","E01021885_E01021885",478,478,478,1,1,"U"
"E01021886","E01021886","E01021886_E01021886",660,660,660,1,1,"U"
"E01021887","E01021887","E01021887_E01021887",949,949,949,1,1,"U"
"E01021888","E01021888","E01021888_E01021888",984,984,984,1,1,"U"
"E01021889","E01021889","E01021889_E01021889",1108,1108,1108,1,1,"U"
"E01021890","E01021890","E01021890_E01021890",961,961,961,1,1,"U"
"E01021891","E01021891","E01021891_E01021891",760,760,760,1,1,"U"
"E01021892","E01021892","E01021892_E01021892",490,490,490,1,1,"U"
"E01021893","E01021893","E01021893_E01021893",582,582,582,1,1,"U"
"E01021894","E01021894","E01021894_E01021894",483,483,483,1,1,"U"
"E01021895","E01021895","E01021895_E01021895",486,486,486,1,1,"U"
"E01021896","E01021896","E01021896_E01021896",739,739,739,1,1,"U"
"E01021897","E01021897","E01021897_E01021897",493,493,493,1,1,"U"
"E01021898","E01021898","E01021898_E01021898",591,591,591,1,1,"U"
"E01021899","E01021899","E01021899_E01021899",506,506,506,1,1,"U"
"E01021900","E01021900","E01021900_E01021900",490,490,490,1,1,"U"
"E01021901","E01021901","E01021901_E01021901",790,790,790,1,1,"U"
"E01021902","E01021902","E01021902_E01021902",724,724,724,1,1,"U"
"E01021903","E01021903","E01021903_E01021903",623,623,623,1,1,"U"
"E01021904","E01021904","E01021904_E01021904",777,777,777,1,1,"U"
"E01021905","E01021905","E01021905_E01021905",496,496,496,1,1,"U"
"E01021906","E01021906","E01021906_E01021906",660,660,660,1,1,"U"
"E01021907","E01021907","E01021907_E01021907",940,940,940,1,1,"U"
"E01021908","E01021908","E01021908_E01021908",871,871,871,1,1,"U"
"E01021909","E01021909","E01021909_E01021909",578,578,578,1,1,"U"
"E01021910","E01021910","E01021910_E01021910",691,691,691,1,1,"U"
"E01021911","E01021911","E01021911_E01021911",501,501,501,1,1,"U"
"E01021912","E01021912","E01021912_E01021912",868,868,868,1,1,"U"
"E01021913","E01021913","E01021913_E01021913",648,648,648,1,1,"U"
"E01021914","E01021914","E01021914_E01021914",826,826,826,1,1,"U"
"E01021915","E01021915","E01021915_E01021915",491,491,491,1,1,"U"
"E01021916","E01021916","E01021916_E01021916",465,465,465,1,1,"U"
"E01021917","E01021917","E01021917_E01021917",707,707,707,1,1,"U"
"E01021918","E01021918","E01021918_E01021918",590,590,590,1,1,"U"
"E01021919","E01021919","E01021919_E01021919",542,542,542,1,1,"U"
"E01021920","E01021920","E01021920_E01021920",839,839,839,1,1,"U"
"E01021921","E01021921","E01021921_E01021921",606,606,606,1,1,"U"
"E01021922","E01021922","E01021922_E01021922",688,688,688,1,1,"U"
"E01021923","E01021923","E01021923_E01021923",528,528,528,1,1,"U"
"E01021924","E01021924","E01021924_E01021924",709,709,709,1,1,"U"
"E01021925","E01021925","E01021925_E01021925",713,713,713,1,1,"U"
"E01021926","E01021926","E01021926_E01021926",869,869,869,1,1,"U"
"E01021927","E01021927","E01021927_E01021927",484,484,484,1,1,"U"
"E01021928","E01021928","E01021928_E01021928",683,683,683,1,1,"U"
"E01021929","E01021929","E01021929_E01021929",590,590,590,1,1,"U"
"E01021930","E01021930","E01021930_E01021930",678,678,678,1,1,"U"
"E01021931","E01021931","E01021931_E01021931",657,657,657,1,1,"U"
"E01021932","E01021932","E01021932_E01021932",652,652,652,1,1,"U"
"E01021933","E01021933","E01021933_E01021933",718,718,718,1,1,"U"
"E01021934","E01021934","E01021934_E01021934",538,538,538,1,1,"U"
"E01021935","E01021935","E01021935_E01021935",536,536,536,1,1,"U"
"E01021936","E01021936","E01021936_E01021936",818,818,818,1,1,"U"
"E01021937","E01021937","E01021937_E01021937",686,686,686,1,1,"U"
"E01021938","E01021938","E01021938_E01021938",656,656,656,1,1,"U"
"E01021939","E01021939","E01021939_E01021939",685,685,685,1,1,"U"
"E01021940","E01021940","E01021940_E01021940",792,792,792,1,1,"U"
"E01021941","E01021941","E01021941_E01021941",865,865,865,1,1,"U"
"E01021942","E01021942","E01021942_E01021942",923,923,923,1,1,"U"
"E01021943","E01021943","E01021943_E01021943",713,713,713,1,1,"U"
"E01021944","E01021944","E01021944_E01021944",642,642,642,1,1,"U"
"E01021945","E01021945","E01021945_E01021945",625,625,625,1,1,"U"
"E01021946","E01021946","E01021946_E01021946",572,572,572,1,1,"U"
"E01021947","E01021947","E01021947_E01021947",513,513,513,1,1,"U"
"E01021948","E01021948","E01021948_E01021948",521,521,521,1,1,"U"
"E01021949","E01021949","E01021949_E01021949",588,588,588,1,1,"U"
"E01021950","E01021950","E01021950_E01021950",608,608,608,1,1,"U"
"E01021951","E01021951","E01021951_E01021951",501,501,501,1,1,"U"
"E01021952","E01021952","E01021952_E01021952",653,653,653,1,1,"U"
"E01021953","E01021953","E01021953_E01021953",535,535,535,1,1,"U"
"E01021954","E01021954","E01021954_E01021954",1221,1221,1221,1,1,"U"
"E01021955","E01021955","E01021955_E01021955",822,822,822,1,1,"U"
"E01021956","E01021956","E01021956_E01021956",640,640,640,1,1,"U"
"E01021957","E01021957","E01021957_E01021957",744,744,744,1,1,"U"
"E01021958","E01021958","E01021958_E01021958",526,526,526,1,1,"U"
"E01021959","E01021959","E01021959_E01021959",632,632,632,1,1,"U"
"E01021960","E01021960","E01021960_E01021960",811,811,811,1,1,"U"
"E01021961","E01021961","E01021961_E01021961",638,638,638,1,1,"U"
"E01021962","E01021962","E01021962_E01021962",554,554,554,1,1,"U"
"E01021963","E01021963","E01021963_E01021963",527,527,527,1,1,"U"
"E01021964","E01021964","E01021964_E01021964",693,693,693,1,1,"U"
"E01021965","E01021965","E01021965_E01021965",984,984,984,1,1,"U"
"E01021966","E01021966","E01021966_E01021966",835,835,835,1,1,"U"
"E01021967","E01021967","E01021967_E01021967",1046,1046,1046,1,1,"U"
"E01021968","E01021968","E01021968_E01021968",806,806,806,1,1,"U"
"E01021969","E01021969","E01021969_E01021969",563,563,563,1,1,"U"
"E01021970","E01021970","E01021970_E01021970",933,933,933,1,1,"U"
"E01021971","E01021971","E01021971_E01021971",632,632,632,1,1,"U"
"E01021972","E01021972","E01021972_E01021972",538,538,538,1,1,"U"
"E01021973","E01021973","E01021973_E01021973",532,532,532,1,1,"U"
"E01021974","E01021974","E01021974_E01021974",557,557,557,1,1,"U"
"E01021975","E01021975","E01021975_E01021975",646,646,646,1,1,"U"
"E01021976","E01021976","E01021976_E01021976",659,659,659,1,1,"U"
"E01021977","E01021977","E01021977_E01021977",1203,1203,1203,1,1,"U"
"E01021978","E01021978","E01021978_E01021978",978,978,978,1,1,"U"
"E01021979","E01021979","E01021979_E01021979",643,643,643,1,1,"U"
"E01021980","E01021980","E01021980_E01021980",791,791,791,1,1,"U"
"E01021981","E01021981","E01021981_E01021981",899,899,899,1,1,"U"
"E01021982","E01021982","E01021982_E01021982",1011,1011,1011,1,1,"U"
"E01021983","E01021983","E01021983_E01021983",658,658,658,1,1,"U"
"E01021984","E01021984","E01021984_E01021984",1030,1030,1030,1,1,"U"
"E01021985","E01021985","E01021985_E01021985",717,717,717,1,1,"U"
"E01021986","E01021986","E01021986_E01021986",756,756,756,1,1,"U"
"E01021987","E01021987","E01021987_E01021987",636,636,636,1,1,"U"
"E01021988","E01021988","E01021988_E01021988",1187,1187,1187,1,1,"U"
"E01021989","E01021989","E01021989_E01021989",786,786,786,1,1,"U"
"E01021990","E01021990","E01021990_E01021990",856,856,856,1,1,"U"
"E01021991","E01021991","E01021991_E01021991",445,445,445,1,1,"U"
"E01021992","E01021992","E01021992_E01021992",482,482,482,1,1,"U"
"E01021993","E01021993","E01021993_E01021993",1023,1023,1023,1,1,"U"
"E01021994","E01021994","E01021994_E01021994",619,619,619,1,1,"U"
"E01021995","E01021995","E01021995_E01021995",623,623,623,1,1,"U"
"E01021996","E01021996","E01021996_E01021996",609,609,609,1,1,"U"
"E01021997","E01021997","E01021997_E01021997",666,666,666,1,1,"U"
"E01021998","E01021998","E01021998_E01021998",691,691,691,1,1,"U"
"E01021999","E01021999","E01021999_E01021999",781,781,781,1,1,"U"
"E01022000","E01022000","E01022000_E01022000",668,668,668,1,1,"U"
"E01022001","E01022001","E01022001_E01022001",955,955,955,1,1,"U"
"E01022002","E01022002","E01022002_E01022002",792,792,792,1,1,"U"
"E01022004","E01022004","E01022004_E01022004",818,818,818,1,1,"U"
"E01022005","E01022005","E01022005_E01022005",780,780,780,1,1,"U"
"E01022006","E01022006","E01022006_E01022006",849,849,849,1,1,"U"
"E01022007","E01022007","E01022007_E01022007",684,684,684,1,1,"U"
"E01022008","E01022008","E01022008_E01022008",1033,1033,1033,1,1,"U"
"E01022009","E01022009","E01022009_E01022009",678,678,678,1,1,"U"
"E01022010","E01022010","E01022010_E01022010",816,816,816,1,1,"U"
"E01022011","E01022011","E01022011_E01022011",778,778,778,1,1,"U"
"E01022012","E01022012","E01022012_E01022012",1015,1015,1015,1,1,"U"
"E01022013","E01022013","E01022013_E01022013",831,831,831,1,1,"U"
"E01022014","E01022014","E01022014_E01022014",655,655,655,1,1,"U"
"E01022015","E01022015","E01022015_E01022015",608,608,608,1,1,"U"
"E01022016","E01022016","E01022016_E01022016",897,897,897,1,1,"U"
"E01022017","E01022017","E01022017_E01022017",686,686,686,1,1,"U"
"E01022018","E01022018","E01022018_E01022018",789,789,789,1,1,"U"
"E01022019","E01022019","E01022019_E01022019",636,636,636,1,1,"U"
"E01022020","E01022020","E01022020_E01022020",938,938,938,1,1,"U"
"E01022021","E01022021","E01022021_E01022021",710,710,710,1,1,"U"
"E01022022","E01022022","E01022022_E01022022",598,598,598,1,1,"U"
"E01022023","E01022023","E01022023_E01022023",655,655,655,1,1,"U"
"E01022024","E01022024","E01022024_E01022024",645,645,645,1,1,"U"
"E01022025","E01022025","E01022025_E01022025",999,999,999,1,1,"U"
"E01022026","E01022026","E01022026_E01022026",714,714,714,1,1,"U"
"E01022027","E01022027","E01022027_E01022027",870,870,870,1,1,"U"
"E01022028","E01022028","E01022028_E01022028",578,578,578,1,1,"U"
"E01022030","E01022030","E01022030_E01022030",776,776,776,1,1,"U"
"E01022031","E01022031","E01022031_E01022031",587,587,587,1,1,"U"
"E01022032","E01022032","E01022032_E01022032",746,746,746,1,1,"U"
"E01022033","E01022033","E01022033_E01022033",755,755,755,1,1,"U"
"E01022034","E01022034","E01022034_E01022034",772,772,772,1,1,"U"
"E01022035","E01022035","E01022035_E01022035",720,720,720,1,1,"U"
"E01022036","E01022036","E01022036_E01022036",586,586,586,1,1,"U"
"E01022037","E01022037","E01022037_E01022037",649,649,649,1,1,"U"
"E01022038","E01022038","E01022038_E01022038",634,634,634,1,1,"U"
"E01022039","E01022039","E01022039_E01022039",680,680,680,1,1,"U"
"E01022040","E01022040","E01022040_E01022040",844,844,844,1,1,"U"
"E01022041","E01022041","E01022041_E01022041",711,711,711,1,1,"U"
"E01022042","E01022042","E01022042_E01022042",736,736,736,1,1,"U"
"E01022043","E01022043","E01022043_E01022043",772,772,772,1,1,"U"
"E01022044","E01022044","E01022044_E01022044",763,763,763,1,1,"U"
"E01022045","E01022045","E01022045_E01022045",821,821,821,1,1,"U"
"E01022046","E01022046","E01022046_E01022046",737,737,737,1,1,"U"
"E01022047","E01022047","E01022047_E01022047",696,696,696,1,1,"U"
"E01022048","E01022048","E01022048_E01022048",693,693,693,1,1,"U"
"E01022049","E01022049","E01022049_E01022049",637,637,637,1,1,"U"
"E01022050","E01022050","E01022050_E01022050",949,949,949,1,1,"U"
"E01022051","E01022051","E01022051_E01022051",596,596,596,1,1,"U"
"E01022052","E01022052","E01022052_E01022052",654,654,654,1,1,"U"
"E01022053","E01022053","E01022053_E01022053",817,817,817,1,1,"U"
"E01022054","E01022054","E01022054_E01022054",670,670,670,1,1,"U"
"E01022055","E01022055","E01022055_E01022055",777,777,777,1,1,"U"
"E01022056","E01022056","E01022056_E01022056",859,859,859,1,1,"U"
"E01022057","E01022057","E01022057_E01022057",698,698,698,1,1,"U"
"E01022058","E01022058","E01022058_E01022058",658,658,658,1,1,"U"
"E01022059","E01022059","E01022059_E01022059",648,648,648,1,1,"U"
"E01022060","E01022060","E01022060_E01022060",756,756,756,1,1,"U"
"E01022061","E01022061","E01022061_E01022061",645,645,645,1,1,"U"
