"LSOA11CD","LSOA21CD","LinkCode","Households","LSOA11Denom","LSOA21Denom","Prop11of21","Prop21of11","Category"
"E01022062","E01022062","E01022062_E01022062",975,975,975,1,1,"U"
"E01022063","E01022063","E01022063_E01022063",972,972,972,1,1,"U"
"E01022064","E01022064","E01022064_E01022064",777,777,777,1,1,"U"
"E01022067","E01022067","E01022067_E01022067",1054,1054,1054,1,1,"U"
"E01022068","E01022068","E01022068_E01022068",783,783,783,1,1,"U"
"E01022069","E01022069","E01022069_E01022069",703,703,703,1,1,"U"
"E01022070","E01022070","E01022070_E01022070",761,761,761,1,1,"U"
"E01022071","E01022071","E01022071_E01022071",698,698,698,1,1,"U"
"E01022072","E01022072","E01022072_E01022072",845,845,845,1,1,"U"
"E01022073","E01022073","E01022073_E01022073",864,864,864,1,1,"U"
"E01022074","E01022074","E01022074_E01022074",593,593,593,1,1,"U"
"E01022075","E01022075","E01022075_E01022075",719,719,719,1,1,"U"
"E01022076","E01022076","E01022076_E01022076",976,976,976,1,1,"U"
"E01022077","E01022077","E01022077_E01022077",838,838,838,1,1,"U"
"E01022078","E01022078","E01022078_E01022078",626,626,626,1,1,"U"
"E01022079","E01022079","E01022079_E01022079",924,924,924,1,1,"U"
"E01022080","E01022080","E01022080_E01022080",626,626,626,1,1,"U"
"E01022081","E01022081","E01022081_E01022081",1136,1136,1136,1,1,"U"
"E01022082","E01022082","E01022082_E01022082",953,953,953,1,1,"U"
"E01022083","E01022083","E01022083_E01022083",748,748,748,1,1,"U"
"E01022084","E01022084","E01022084_E01022084",786,786,786,1,1,"U"
"E01022085","E01022085","E01022085_E01022085",733,733,733,1,1,"U"
"E01022086","E01022086","E01022086_E01022086",621,621,621,1,1,"U"
"E01022087","E01022087","E01022087_E01022087",1110,1110,1110,1,1,"U"
"E01022088","E01022088","E01022088_E01022088",673,673,673,1,1,"U"
"E01022089","E01022089","E01022089_E01022089",633,633,633,1,1,"U"
"E01022090","E01035178","E01022090_E01035178",708,1192,708,1,0.593959731543624,"S"
"E01022090","E01035181","E01022090_E01035181",484,1192,484,1,0.406040268456376,"S"
"E01022091","E01035179","E01022091_E01035179",452,1473,452,1,0.306856754921928,"S"
"E01022091","E01035180","E01022091_E01035180",470,1473,470,1,0.31907671418873,"S"
"E01022091","E01035182","E01022091_E01035182",551,1473,551,1,0.374066530889341,"S"
"E01022092","E01022092","E01022092_E01022092",772,772,772,1,1,"U"
"E01022093","E01022093","E01022093_E01022093",891,891,891,1,1,"U"
"E01022094","E01022094","E01022094_E01022094",810,810,810,1,1,"U"
"E01022095","E01022095","E01022095_E01022095",679,679,679,1,1,"U"
"E01022096","E01022096","E01022096_E01022096",842,842,842,1,1,"U"
"E01022097","E01022097","E01022097_E01022097",785,785,785,1,1,"U"
"E01022098","E01022098","E01022098_E01022098",625,625,625,1,1,"U"
"E01022099","E01022099","E01022099_E01022099",835,835,835,1,1,"U"
"E01022100","E01022100","E01022100_E01022100",762,762,762,1,1,"U"
"E01022101","E01022101","E01022101_E01022101",845,845,845,1,1,"U"
"E01022102","E01022102","E01022102_E01022102",1167,1167,1167,1,1,"U"
"E01022103","E01034779","E01022103_E01034779",599,1290,599,1,0.464341085271318,"S"
"E01022103","E01034780","E01022103_E01034780",691,1290,691,1,0.535658914728682,"S"
"E01022104","E01022104","E01022104_E01022104",720,720,720,1,1,"U"
"E01022105","E01022105","E01022105_E01022105",582,582,582,1,1,"U"
"E01022106","E01022106","E01022106_E01022106",724,724,724,1,1,"U"
"E01022107","E01022107","E01022107_E01022107",668,668,668,1,1,"U"
"E01022108","E01022108","E01022108_E01022108",719,719,719,1,1,"U"
"E01022109","E01022109","E01022109_E01022109",617,617,617,1,1,"U"
"E01022110","E01022110","E01022110_E01022110",632,632,632,1,1,"U"
"E01022111","E01022111","E01022111_E01022111",603,603,603,1,1,"U"
"E01022112","E01022112","E01022112_E01022112",479,479,479,1,1,"U"
"E01022113","E01022113","E01022113_E01022113",730,730,730,1,1,"U"
"E01022114","E01022114","E01022114_E01022114",658,658,658,1,1,"U"
"E01022115","E01022115","E01022115_E01022115",743,743,743,1,1,"U"
"E01022116","E01022116","E01022116_E01022116",590,590,590,1,1,"U"
"E01022117","E01022117","E01022117_E01022117",984,984,984,1,1,"U"
"E01022118","E01022118","E01022118_E01022118",621,621,621,1,1,"U"
"E01022119","E01022119","E01022119_E01022119",572,572,572,1,1,"U"
"E01022120","E01022120","E01022120_E01022120",720,720,720,1,1,"U"
"E01022121","E01022121","E01022121_E01022121",761,761,761,1,1,"U"
"E01022122","E01022122","E01022122_E01022122",588,588,588,1,1,"U"
"E01022123","E01022123","E01022123_E01022123",990,990,990,1,1,"U"
"E01022124","E01022124","E01022124_E01022124",738,738,738,1,1,"U"
"E01022125","E01022125","E01022125_E01022125",581,581,581,1,1,"U"
"E01022126","E01022126","E01022126_E01022126",883,883,883,1,1,"U"
"E01022127","E01022127","E01022127_E01022127",740,740,740,1,1,"U"
"E01022128","E01022128","E01022128_E01022128",663,663,663,1,1,"U"
"E01022129","E01022129","E01022129_E01022129",966,966,966,1,1,"U"
"E01022130","E01022130","E01022130_E01022130",739,739,739,1,1,"U"
"E01022131","E01022131","E01022131_E01022131",555,555,555,1,1,"U"
"E01022132","E01022132","E01022132_E01022132",608,608,608,1,1,"U"
"E01022133","E01022133","E01022133_E01022133",503,503,503,1,1,"U"
"E01022134","E01022134","E01022134_E01022134",785,785,785,1,1,"U"
"E01022135","E01022135","E01022135_E01022135",652,652,652,1,1,"U"
"E01022136","E01022136","E01022136_E01022136",753,753,753,1,1,"U"
"E01022137","E01022137","E01022137_E01022137",840,840,840,1,1,"U"
"E01022138","E01022138","E01022138_E01022138",746,746,746,1,1,"U"
"E01022139","E01022139","E01022139_E01022139",701,701,701,1,1,"U"
"E01022140","E01022140","E01022140_E01022140",659,659,659,1,1,"U"
"E01022141","E01022141","E01022141_E01022141",783,783,783,1,1,"U"
"E01022142","E01022142","E01022142_E01022142",758,758,758,1,1,"U"
"E01022143","E01022143","E01022143_E01022143",804,804,804,1,1,"U"
"E01022144","E01022144","E01022144_E01022144",669,669,669,1,1,"U"
"E01022145","E01022145","E01022145_E01022145",512,512,512,1,1,"U"
"E01022146","E01022146","E01022146_E01022146",651,651,651,1,1,"U"
"E01022147","E01022147","E01022147_E01022147",760,760,760,1,1,"U"
"E01022148","E01022148","E01022148_E01022148",668,668,668,1,1,"U"
"E01022149","E01022149","E01022149_E01022149",572,572,572,1,1,"U"
"E01022150","E01022150","E01022150_E01022150",669,669,669,1,1,"U"
"E01022151","E01022151","E01022151_E01022151",675,675,675,1,1,"U"
"E01022152","E01022152","E01022152_E01022152",532,532,532,1,1,"U"
"E01022153","E01022153","E01022153_E01022153",727,727,727,1,1,"U"
"E01022154","E01022154","E01022154_E01022154",739,739,739,1,1,"U"
"E01022155","E01022155","E01022155_E01022155",688,688,688,1,1,"U"
"E01022156","E01022156","E01022156_E01022156",811,811,811,1,1,"U"
"E01022157","E01022157","E01022157_E01022157",645,645,645,1,1,"U"
"E01022158","E01034777","E01022158_E01034777",617,1228,617,1,0.502442996742671,"S"
"E01022158","E01034778","E01022158_E01034778",611,1228,611,1,0.497557003257329,"S"
"E01022159","E01022159","E01022159_E01022159",647,647,647,1,1,"U"
"E01022160","E01022160","E01022160_E01022160",921,921,921,1,1,"U"
"E01022161","E01022161","E01022161_E01022161",634,634,634,1,1,"U"
"E01022162","E01022162","E01022162_E01022162",723,723,723,1,1,"U"
"E01022163","E01022163","E01022163_E01022163",596,596,596,1,1,"U"
"E01022164","E01022164","E01022164_E01022164",626,626,626,1,1,"U"
"E01022165","E01022165","E01022165_E01022165",711,711,711,1,1,"U"
"E01022166","E01022166","E01022166_E01022166",549,549,549,1,1,"U"
"E01022167","E01022167","E01022167_E01022167",571,571,571,1,1,"U"
"E01022168","E01022168","E01022168_E01022168",436,436,436,1,1,"U"
"E01022169","E01022169","E01022169_E01022169",672,672,672,1,1,"U"
"E01022170","E01022170","E01022170_E01022170",611,611,611,1,1,"U"
"E01022171","E01022171","E01022171_E01022171",550,550,550,1,1,"U"
"E01022172","E01022172","E01022172_E01022172",707,707,707,1,1,"U"
"E01022173","E01022173","E01022173_E01022173",619,619,619,1,1,"U"
"E01022174","E01022174","E01022174_E01022174",603,603,603,1,1,"U"
"E01022175","E01022175","E01022175_E01022175",824,824,824,1,1,"U"
"E01022176","E01022176","E01022176_E01022176",823,823,823,1,1,"U"
"E01022177","E01022177","E01022177_E01022177",969,969,969,1,1,"U"
"E01022178","E01022178","E01022178_E01022178",581,581,581,1,1,"U"
"E01022179","E01022179","E01022179_E01022179",892,892,892,1,1,"U"
"E01022180","E01034783","E01022180_E01034783",574,1196,574,1,0.479933110367893,"S"
"E01022180","E01034784","E01022180_E01034784",622,1196,622,1,0.520066889632107,"S"
"E01022181","E01022181","E01022181_E01022181",853,853,853,1,1,"U"
"E01022182","E01022182","E01022182_E01022182",787,787,787,1,1,"U"
"E01022183","E01022183","E01022183_E01022183",767,767,767,1,1,"U"
"E01022184","E01022184","E01022184_E01022184",688,688,688,1,1,"U"
"E01022185","E01022185","E01022185_E01022185",873,873,873,1,1,"U"
"E01022186","E01022186","E01022186_E01022186",686,686,686,1,1,"U"
"E01022187","E01022187","E01022187_E01022187",761,761,761,1,1,"U"
"E01022188","E01022188","E01022188_E01022188",899,899,899,1,1,"U"
"E01022189","E01022189","E01022189_E01022189",489,489,489,1,1,"U"
"E01022190","E01022190","E01022190_E01022190",600,600,600,1,1,"U"
"E01022191","E01022191","E01022191_E01022191",663,663,663,1,1,"U"
"E01022192","E01022192","E01022192_E01022192",525,525,525,1,1,"U"
"E01022193","E01022193","E01022193_E01022193",432,432,432,1,1,"U"
"E01022194","E01022194","E01022194_E01022194",1088,1088,1088,1,1,"U"
"E01022195","E01022195","E01022195_E01022195",652,652,652,1,1,"U"
"E01022196","E01022196","E01022196_E01022196",776,776,776,1,1,"U"
"E01022197","E01022197","E01022197_E01022197",777,777,777,1,1,"U"
"E01022198","E01022198","E01022198_E01022198",607,607,607,1,1,"U"
"E01022199","E01022199","E01022199_E01022199",812,812,812,1,1,"U"
"E01022200","E01022200","E01022200_E01022200",567,567,567,1,1,"U"
"E01022201","E01022201","E01022201_E01022201",786,786,786,1,1,"U"
"E01022202","E01022202","E01022202_E01022202",567,567,567,1,1,"U"
"E01022203","E01022203","E01022203_E01022203",941,941,941,1,1,"U"
"E01022204","E01022204","E01022204_E01022204",613,613,613,1,1,"U"
"E01022205","E01022205","E01022205_E01022205",853,853,853,1,1,"U"
"E01022206","E01034789","E01022206_E01034789",591,1212,591,1,0.487623762376238,"S"
"E01022206","E01034790","E01022206_E01034790",621,1212,621,1,0.512376237623762,"S"
"E01022207","E01022207","E01022207_E01022207",730,730,730,1,1,"U"
"E01022208","E01022208","E01022208_E01022208",710,710,710,1,1,"U"
"E01022209","E01022209","E01022209_E01022209",486,486,486,1,1,"U"
"E01022210","E01022210","E01022210_E01022210",774,774,774,1,1,"U"
"E01022211","E01022211","E01022211_E01022211",992,992,992,1,1,"U"
"E01022212","E01034781","E01022212_E01034781",740,1360,740,1,0.544117647058823,"S"
"E01022212","E01034782","E01022212_E01034782",620,1360,620,1,0.455882352941176,"S"
"E01022213","E01022213","E01022213_E01022213",861,861,861,1,1,"U"
"E01022214","E01034785","E01022214_E01034785",577,1210,577,1,0.476859504132231,"S"
"E01022214","E01034786","E01022214_E01034786",633,1210,633,1,0.523140495867769,"S"
"E01022215","E01022215","E01022215_E01022215",807,807,807,1,1,"U"
"E01022216","E01022216","E01022216_E01022216",845,845,845,1,1,"U"
"E01022217","E01022217","E01022217_E01022217",551,551,551,1,1,"U"
"E01022218","E01022218","E01022218_E01022218",525,525,525,1,1,"U"
"E01022219","E01022219","E01022219_E01022219",662,662,662,1,1,"U"
"E01022220","E01022220","E01022220_E01022220",848,848,848,1,1,"U"
"E01022221","E01022221","E01022221_E01022221",859,859,859,1,1,"U"
"E01022222","E01022222","E01022222_E01022222",881,881,881,1,1,"U"
"E01022223","E01034787","E01022223_E01034787",696,1217,696,1,0.57189811010682,"S"
"E01022223","E01034788","E01022223_E01034788",521,1217,521,1,0.42810188989318,"S"
"E01022224","E01022224","E01022224_E01022224",700,700,700,1,1,"U"
"E01022225","E01022225","E01022225_E01022225",1011,1011,1011,1,1,"U"
"E01022226","E01022226","E01022226_E01022226",680,680,680,1,1,"U"
"E01022227","E01022227","E01022227_E01022227",728,728,728,1,1,"U"
"E01022228","E01022228","E01022228_E01022228",723,723,723,1,1,"U"
"E01022229","E01022229","E01022229_E01022229",661,661,661,1,1,"U"
"E01022230","E01022230","E01022230_E01022230",747,747,747,1,1,"U"
"E01022231","E01022231","E01022231_E01022231",717,717,717,1,1,"U"
"E01022232","E01022232","E01022232_E01022232",687,687,687,1,1,"U"
"E01022233","E01022233","E01022233_E01022233",823,823,823,1,1,"U"
"E01022234","E01022234","E01022234_E01022234",680,680,680,1,1,"U"
"E01022235","E01022235","E01022235_E01022235",776,776,776,1,1,"U"
"E01022236","E01022236","E01022236_E01022236",888,888,888,1,1,"U"
"E01022237","E01022237","E01022237_E01022237",651,651,651,1,1,"U"
"E01022238","E01022238","E01022238_E01022238",750,750,750,1,1,"U"
"E01022239","E01022239","E01022239_E01022239",667,667,667,1,1,"U"
"E01022240","E01022240","E01022240_E01022240",996,996,996,1,1,"U"
"E01022241","E01022241","E01022241_E01022241",968,968,968,1,1,"U"
"E01022242","E01022242","E01022242_E01022242",788,788,788,1,1,"U"
"E01022243","E01022243","E01022243_E01022243",605,605,605,1,1,"U"
"E01022244","E01022244","E01022244_E01022244",654,654,654,1,1,"U"
"E01022245","E01022245","E01022245_E01022245",615,615,615,1,1,"U"
"E01022246","E01022246","E01022246_E01022246",558,558,558,1,1,"U"
"E01022247","E01022247","E01022247_E01022247",686,686,686,1,1,"U"
"E01022248","E01022248","E01022248_E01022248",703,703,703,1,1,"U"
"E01022249","E01022249","E01022249_E01022249",896,896,896,1,1,"U"
"E01022250","E01022250","E01022250_E01022250",897,897,897,1,1,"U"
"E01022251","E01022251","E01022251_E01022251",635,635,635,1,1,"U"
"E01022252","E01022252","E01022252_E01022252",745,745,745,1,1,"U"
"E01022253","E01022253","E01022253_E01022253",719,719,719,1,1,"U"
"E01022254","E01022254","E01022254_E01022254",1048,1048,1048,1,1,"U"
"E01022255","E01022255","E01022255_E01022255",926,926,926,1,1,"U"
"E01022256","E01022256","E01022256_E01022256",848,848,848,1,1,"U"
"E01022257","E01022257","E01022257_E01022257",789,789,789,1,1,"U"
"E01022258","E01022258","E01022258_E01022258",529,529,529,1,1,"U"
"E01022259","E01022259","E01022259_E01022259",648,648,648,1,1,"U"
"E01022260","E01022260","E01022260_E01022260",771,771,771,1,1,"U"
"E01022261","E01022261","E01022261_E01022261",988,988,988,1,1,"U"
"E01022262","E01022262","E01022262_E01022262",1077,1077,1077,1,1,"U"
"E01022263","E01022263","E01022263_E01022263",804,804,804,1,1,"U"
"E01022264","E01022264","E01022264_E01022264",671,671,671,1,1,"U"
"E01022265","E01022265","E01022265_E01022265",747,747,747,1,1,"U"
"E01022266","E01022266","E01022266_E01022266",546,546,546,1,1,"U"
"E01022267","E01022267","E01022267_E01022267",771,771,771,1,1,"U"
"E01022268","E01022268","E01022268_E01022268",738,738,738,1,1,"U"
"E01022269","E01022269","E01022269_E01022269",780,780,780,1,1,"U"
"E01022270","E01022270","E01022270_E01022270",814,814,814,1,1,"U"
"E01022271","E01022271","E01022271_E01022271",711,711,711,1,1,"U"
"E01022272","E01022272","E01022272_E01022272",595,595,595,1,1,"U"
"E01022273","E01022273","E01022273_E01022273",433,433,433,1,1,"U"
"E01022274","E01022274","E01022274_E01022274",506,506,506,1,1,"U"
"E01022275","E01022275","E01022275_E01022275",831,831,831,1,1,"U"
"E01022276","E01022276","E01022276_E01022276",670,670,670,1,1,"U"
"E01022277","E01022277","E01022277_E01022277",638,638,638,1,1,"U"
"E01022278","E01022278","E01022278_E01022278",680,680,680,1,1,"U"
"E01022279","E01022279","E01022279_E01022279",576,576,576,1,1,"U"
"E01022280","E01022280","E01022280_E01022280",694,694,694,1,1,"U"
"E01022281","E01022281","E01022281_E01022281",694,694,694,1,1,"U"
"E01022282","E01022282","E01022282_E01022282",1006,1006,1006,1,1,"U"
"E01022283","E01022283","E01022283_E01022283",636,636,636,1,1,"U"
"E01022284","E01022284","E01022284_E01022284",523,523,523,1,1,"U"
"E01022285","E01022285","E01022285_E01022285",517,517,517,1,1,"U"
"E01022286","E01022286","E01022286_E01022286",640,640,640,1,1,"U"
"E01022287","E01022287","E01022287_E01022287",845,845,845,1,1,"U"
"E01022288","E01022288","E01022288_E01022288",815,815,815,1,1,"U"
"E01022289","E01022289","E01022289_E01022289",713,713,713,1,1,"U"
"E01022290","E01022290","E01022290_E01022290",539,539,539,1,1,"U"
"E01022291","E01022291","E01022291_E01022291",662,662,662,1,1,"U"
"E01022292","E01022292","E01022292_E01022292",517,517,517,1,1,"U"
"E01022293","E01022293","E01022293_E01022293",614,614,614,1,1,"U"
"E01022294","E01022294","E01022294_E01022294",715,715,715,1,1,"U"
"E01022295","E01022295","E01022295_E01022295",591,591,591,1,1,"U"
"E01022296","E01022296","E01022296_E01022296",620,620,620,1,1,"U"
"E01022297","E01022297","E01022297_E01022297",534,534,534,1,1,"U"
"E01022298","E01022298","E01022298_E01022298",627,627,627,1,1,"U"
"E01022299","E01022299","E01022299_E01022299",600,600,600,1,1,"U"
"E01022300","E01022300","E01022300_E01022300",628,628,628,1,1,"U"
"E01022301","E01022301","E01022301_E01022301",715,715,715,1,1,"U"
"E01022302","E01022302","E01022302_E01022302",628,628,628,1,1,"U"
"E01022303","E01022303","E01022303_E01022303",630,630,630,1,1,"U"
"E01022304","E01022304","E01022304_E01022304",836,836,836,1,1,"U"
"E01022305","E01022305","E01022305_E01022305",592,592,592,1,1,"U"
"E01022306","E01022306","E01022306_E01022306",583,583,583,1,1,"U"
"E01022307","E01022307","E01022307_E01022307",629,629,629,1,1,"U"
"E01022308","E01022308","E01022308_E01022308",639,639,639,1,1,"U"
"E01022309","E01022309","E01022309_E01022309",602,602,602,1,1,"U"
"E01022310","E01022310","E01022310_E01022310",729,729,729,1,1,"U"
"E01022311","E01022311","E01022311_E01022311",1060,1060,1060,1,1,"U"
"E01022312","E01022312","E01022312_E01022312",1011,1011,1011,1,1,"U"
"E01022313","E01022313","E01022313_E01022313",714,714,714,1,1,"U"
"E01022314","E01022314","E01022314_E01022314",719,719,719,1,1,"U"
"E01022315","E01022315","E01022315_E01022315",632,632,632,1,1,"U"
"E01022316","E01022316","E01022316_E01022316",683,683,683,1,1,"U"
"E01022317","E01022317","E01022317_E01022317",605,605,605,1,1,"U"
"E01022318","E01022318","E01022318_E01022318",665,665,665,1,1,"U"
"E01022319","E01022319","E01022319_E01022319",745,745,745,1,1,"U"
"E01022320","E01022320","E01022320_E01022320",680,680,680,1,1,"U"
"E01022321","E01022321","E01022321_E01022321",658,658,658,1,1,"U"
"E01022322","E01022322","E01022322_E01022322",622,622,622,1,1,"U"
"E01022323","E01022323","E01022323_E01022323",647,647,647,1,1,"U"
"E01022324","E01022324","E01022324_E01022324",680,680,680,1,1,"U"
"E01022325","E01022325","E01022325_E01022325",577,577,577,1,1,"U"
"E01022326","E01022326","E01022326_E01022326",575,575,575,1,1,"U"
"E01022327","E01022327","E01022327_E01022327",608,608,608,1,1,"U"
"E01022328","E01022328","E01022328_E01022328",532,532,532,1,1,"U"
"E01022329","E01022329","E01022329_E01022329",612,612,612,1,1,"U"
"E01022330","E01022330","E01022330_E01022330",611,611,611,1,1,"U"
"E01022331","E01022331","E01022331_E01022331",525,525,525,1,1,"U"
"E01022332","E01022332","E01022332_E01022332",800,800,800,1,1,"U"
